번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
433,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
434,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
435,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
436,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963012,2023-02-16
437,부산광역시 사하구청,부산광역시 사하구 장림시장4길 133,부산광역시 사하구 장림동 342,다목적,1,200,360도 전방면,30,2017-11,051-220-4344,35.08027,128.96939,2023-02-16
438,부산광역시 사하구청,부산광역시 사하구 옥천로75번길 14,부산광역시 사하구 감천동 12-121,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.09399,129.00908,2023-02-16
439,부산광역시 사하구청,부산광역시 사하구 다대로530번길 21,부산광역시 사하구 다대동 934-1,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05957,128.97098,2023-02-16
440,부산광역시 사하구청,부산광역시 사하구 윤공단로51번길 22,부산광역시 사하구 다대동 949-19,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05603,128.96727,2023-02-16
441,부산광역시 사하구청,부산광역시 사하구 윤공단로 58,부산광역시 사하구 다대동 946-10,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05742,128.96748,2023-02-16
442,부산광역시 사하구청,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.10278,128.956716,2023-02-16
443,부산광역시 사하구청,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.10262,128.958232,2023-02-16
444,부산광역시 사하구청,부산광역시 사하구 낙동대로280번길 2,부산광역시 사하구 괴정동 769-3,다목적,1,200,360도 전방면,30,2018-05,051-220-4344,35.09952,128.9864,2023-02-16
445,부산광역시 사하구청,부산광역시 사하구 다대로 740,부산광역시 사하구 다대1동 1548-5,다목적,1,200,360도 전방면,30,2018-11,051-220-4344,35.050679,128.959332,2023-02-16
446,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.105061,128.96932,2023-02-16
447,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
448,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
449,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
450,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.101264,128.976431,2023-02-16
451,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
452,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
453,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
454,부산광역시 사하구청,부산광역시 사하구 감천로21번길 41,부산광역시 사하구 감천1동 589,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.092904,128.996636,2023-02-16
455,부산광역시 사하구청,부산광역시 사하구 서포로 61,부산광역시 사하구 구평동 173-2,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.081217,128.989936,2023-02-16
456,부산광역시 사하구청,부산광역시 사하구 사하로 98,부산광역시 사하구 감천1동 808-29,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.090338,128.993892,2023-02-16
457,부산광역시 사하구청,부산광역시 사하구 다대로586번길 14,부산광역시 사하구 다대1동 583-2,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.053904,128.969904,2023-02-16
458,부산광역시 사하구청,부산광역시 사하구 장림시장11길 48,부산광역시 사하구 장림1동 640-192,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.079417,128.967629,2023-02-16
459,부산광역시 사하구청,부산광역시 사하구 감천로 40,부산광역시 사하구 감천동 662-5,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09079,128.99714,2023-02-16
460,부산광역시 사하구청,부산광역시 사하구 다대낙조2길 13,부산광역시 사하구 다대동 1548-11,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05136,128.96296,2023-02-16
461,부산광역시 사하구청,부산광역시 사하구 서포로30번길 3,부산광역시 사하구 구평동 506-3,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.08327,128.98591,2023-02-16
462,부산광역시 사하구청,부산광역시 사하구 윤공단로 74,부산광역시 사하구 다대동 938-12,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05852,128.96835,2023-02-16
463,부산광역시 사하구청,부산광역시 사하구 낙동대로233번길 21-15,부산광역시 사하구 괴정동 945-5,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09871,128.99306,2023-02-16
464,부산광역시 사하구청,부산광역시 사하구 승학로233번길 80,부산광역시 사하구 괴정동 1063-136,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10562,128.98979,2023-02-16
465,부산광역시 사하구청,부산광역시 사하구 대티로 44,부산광역시 사하구 괴정동 199-6,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10546,129.00391,2023-02-16
466,부산광역시 사하구청,부산광역시 사하구 오작로122번길 5,부산광역시 사하구 괴정동 352-74,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10232,129.0049,2023-02-16
467,부산광역시 사하구청,부산광역시 사하구 오작로 86-1,부산광역시 사하구 괴정동 378-7,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09999,129.00232,2023-02-16
468,부산광역시 사하구청,부산광역시 사하구 오작로8번길 15-2,부산광역시 사하구 괴정동 448-31,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09704,128.99553,2023-02-16
469,부산광역시 사하구청,부산광역시 사하구 낙동대로164번길 9,부산광역시 사하구 괴정동 251-9,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10266,128.99786,2023-02-16
470,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963012,2023-02-16
471,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108997,128.963494,2023-02-16
472,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108422,128.964127,2023-02-16
473,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.110226,128.962717,2023-02-16
474,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109528,128.961821,2023-02-16
475,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109883,128.961633,2023-02-16
476,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109883,128.961633,2023-02-16
477,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10904,128.962668,2023-02-16
478,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963832,2023-02-16
479,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109102,128.965468,2023-02-16
480,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109102,128.965468,2023-02-16
481,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.965345,2023-02-16
482,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.964878,2023-02-16
483,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.964878,2023-02-16
484,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109589,128.963816,2023-02-16
485,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.109589,128.963816,2023-02-16
486,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.109589,128.963816,2023-02-16
487,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109254,128.9643,2023-02-16
488,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109254,128.9643,2023-02-16
489,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10933,128.964616,2023-02-16
490,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10933,128.964616,2023-02-16
491,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.10933,128.964616,2023-02-16
492,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97221,2023-02-16
493,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97221,2023-02-16
494,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09395,128.97211,2023-02-16
495,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
496,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
497,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
498,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
499,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
500,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
501,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
502,부산광역시 사하구청,부산광역시 사하구 신평동73-1,부산광역시 사하구 신평동73-1,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08972,128.97762,2023-02-16
503,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
504,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
505,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
506,부산광역시 사하구청,부산광역시 사하구 마하로 67,부산광역시 사하구 당리동 354-7,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10544,128.98414,2023-02-16
507,부산광역시 사하구청,부산광역시 사하구 승학로 206,부산광역시 사하구 괴정동 795-13,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10102,128.98813,2023-02-16
508,부산광역시 사하구청,부산광역시 사하구 괴정동 764-106,부산광역시 사하구 괴정동 764-106,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10047,128.98528,2023-02-16
509,부산광역시 사하구청,부산광역시 사하구 제석로59번안길 1,부산광역시 사하구 당리동 311-18,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10632,128.97458,2023-02-16
510,부산광역시 사하구청,부산광역시 사하구 동매로 161,부산광역시 사하구 당리동 331-21,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10139,128.97584,2023-02-16
511,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
512,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
513,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
514,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
515,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
516,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
517,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
518,부산광역시 사하구청,부산광역시 사하구 동매로66번길 34,부산광역시 사하구 하단동 381-31,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.1018,128.9663,2023-02-16
519,부산광역시 사하구청,부산광역시 사하구 낙동남로1423번길 87-5,부산광역시 사하구 하단동 781,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.1099,128.96458,2023-02-16
520,부산광역시 사하구청,부산광역시 사하구 승학로17번길 74,부산광역시 사하구 하단동 508-11,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10943,128.96802,2023-02-16
521,부산광역시 사하구청,부산광역시 사하구 감천동 산 99-1,부산광역시 사하구 감천동 산 99-1,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.093919,129.011702,2023-02-16
522,부산광역시 사하구청,부산광역시 사하구 감천동 13-1523,부산광역시 사하구 감천동 13-1523,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.092839,129.011617,2023-02-16
523,부산광역시 사하구청,부산광역시 사하구 하단2동 1203,부산광역시 사하구 하단2동 1203,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.1071839,128.9567391,2023-02-16
524,부산광역시 사하구청,부산광역시 사하구 하단2동 1203,부산광역시 사하구 하단2동 1203,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.106776,128.956329,2023-02-16
525,부산광역시 사하구청,부산광역시 사하구 다송로72번길 80,부산광역시 사하구 다대2동 1573-1,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.0608562,128.980154,2023-02-16
526,부산광역시 사하구청,부산광역시 사하구 다대로554번길 43,부산광역시 사하구 다대1동 946-19,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.057923,128.968762,2023-02-16
527,부산광역시 사하구청,부산광역시 사하구 다송로 76,부산광역시 사하구 다대2동 1580,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.0621782,128.9837749,2023-02-16
528,부산광역시 사하구청,부산광역시 사하구 괴정4동 661,부산광역시 사하구 괴정4동 661,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.098975,128.9865699,2023-02-16
529,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.101311,128.990237,2023-02-16
530,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,2022-07,051-220-4344,35.101311,128.990237,2023-02-16
531,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,2022-07,051-220-4344,35.101311,128.990237,2023-02-16
532,부산광역시 사하구청,부산광역시 사하구 승학로224번길 122,부산광역시 사하구 괴정동 260-23,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.102238,128.996315,2023-02-16
533,부산광역시 사하구청,부산광역시 사하구 괴정로15번길 47,부산광역시 사하구 하단1동 157-3,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.103954,128.968661,2023-02-16
534,부산광역시 사하구청,부산광역시 사하구 낙동대로549번길 29,부산광역시 사하구 하단2동 487-1,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.112588,128.961713,2023-02-16
535,부산광역시 사하구청,부산광역시 사하구 비봉로 21,부산광역시 사하구 신평2동 414-3,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.096992,128.9635099,2023-02-16
536,부산광역시 사하구청,부산광역시 사하구 신평동370-211,부산광역시 사하구 신평동370-211,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09182,128.96413,2023-02-16
537,부산광역시 사하구청,부산광역시 사하구 신평동370-211,부산광역시 사하구 신평동370-211,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09182,128.96413,2023-02-16
538,부산광역시 사하구청,부산광역시 사하구 하신중앙로53번길60,부산광역시 사하구 신평동370-95,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08183,128.95772,2023-02-16
539,부산광역시 사하구청,부산광역시 사하구 하신중앙로53번길60,부산광역시 사하구 신평동370-95,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08183,128.95772,2023-02-16
540,부산광역시 사하구청,부산광역시 사하구 하신중앙로3번가길46,부산광역시 사하구 장림동975-95,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07716,128.96115,2023-02-16
541,부산광역시 사하구청,부산광역시 사하구 장림시장9길99,부산광역시 사하구 장림동640-92,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07991,128.96723,2023-02-16
542,부산광역시 사하구청,부산광역시 사하구 장평로125번길125-14,부산광역시 사하구 장림동625-27,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07846,128.97008,2023-02-16
543,부산광역시 사하구청,부산광역시 사하구 다대로250,부산광역시 사하구 장림동192-4,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08003,128.97722,2023-02-16
544,부산광역시 사하구청,부산광역시 사하구 다대로250,부산광역시 사하구 장림동192-4,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08003,128.97722,2023-02-16
545,부산광역시 사하구청,부산광역시 사하구 장림동 285-4,부산광역시 사하구 장림동 285-4,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07758,128.97728,2023-02-16
546,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07786,128.97771,2023-02-16
547,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07786,128.97771,2023-02-16
548,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07786,128.97771,2023-02-16
549,부산광역시 사하구청,부산광역시 사하구 감천로210번길37,부산광역시 사하구 감천동325-1,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08086,129.00948,2023-02-16
550,부산광역시 사하구청,부산광역시 사하구 감천동846-4,부산광역시 사하구 감천동846-4,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07968,129.01143,2023-02-16
551,부산광역시 사하구청,부산광역시 사하구 원양로350번길9,부산광역시 사하구 감천동236,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08173,129.00654,2023-02-16
552,부산광역시 사하구청,부산광역시 사하구 감천로73번안길7,부산광역시 사하구 감천동500-98,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08991,129.00074,2023-02-16
553,부산광역시 사하구청,부산광역시 사하구 감천로73번안길7,부산광역시 사하구 감천동500-98,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08991,129.00074,2023-02-16
554,부산광역시 사하구청,부산광역시 사하구 감천로43번길17,부산광역시 사하구 감천동655-17,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09164,128.99807,2023-02-16
555,부산광역시 사하구청,부산광역시 사하구 감내2로151번길29,부산광역시 사하구 감천동5-3,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09901,129.00876,2023-02-16
556,부산광역시 사하구청,부산광역시 사하구 감천동5-111,부산광역시 사하구 감천동5-111,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09815,129.00786,2023-02-16
557,부산광역시 사하구청,부산광역시 사하구 감천동5-111,부산광역시 사하구 감천동5-111,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09815,129.00786,2023-02-16
558,부산광역시 사하구청,부산광역시 사하구 옥천로67번길9,부산광역시 사하구 감천동16-635,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09279,129.00849,2023-02-16
559,부산광역시 사하구청,부산광역시 사하구 옥천로67번길9,부산광역시 사하구 감천동16-635,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09279,129.00849,2023-02-16
560,부산광역시 사하구청,부산광역시 사하구 신산북로61,부산광역시 사하구 신평동292-1,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09101,128.97086,2023-02-16
561,부산광역시 사하구청,부산광역시 사하구 하신번영로157번길28,부산광역시 사하구 신평동624-10,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09669,128.95843,2023-02-16
562,부산광역시 사하구청,부산광역시 사하구 하신번영로157번길28,부산광역시 사하구 신평동624-10,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09669,128.95843,2023-02-16
563,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07311004,128.9831025,2023-02-16
564,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07311004,128.9831025,2023-02-16
565,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.07311004,128.9831025,2023-02-16
566,부산광역시 사하구청,부산광역시 사하구 하단동1149-13,부산광역시 사하구 하단동1149-13,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.1077314,128.9472467,2023-02-16
567,부산광역시 사하구청,부산광역시 사하구 하단동1149-13,부산광역시 사하구 하단동1149-13,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.107934,128.945976,2023-02-16
568,부산광역시 사하구청,부산광역시 사하구 하단동1150-1,부산광역시 사하구 하단동1150-1,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.108183,128.946247,2023-02-16
569,부산광역시 사하구청,부산광역시 사하구 하신중앙로17번길 11,부산광역시 사하구 장림1동 824,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.080424,128.963323,2023-02-16
570,부산광역시 사하구청,부산광역시 사하구 윤공단로62번길 49,부산광역시 사하구 다대1동 936-11,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.058963,128.969899,2023-02-16
571,부산광역시 사하구청,부산광역시 사하구 윤공단로18번길 30,부산광역시 사하구 다대1동 956-1,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.056343,128.968892,2023-02-16
572,부산광역시 사하구청,부산광역시 사하구 감천1동 849-10,부산광역시 사하구 감천1동 849-10,다목적,1,200,360도 전방면,30,2014-01,051-220-4344,35.0896926,128.9946941,2023-02-16
573,부산광역시 사하구청,부산광역시 사하구 감천1동 849-10,부산광역시 사하구 감천1동 849-10,다목적,1,200,360도 전방면,30,2014-01,051-220-4344,35.08968,128.99422,2023-02-16
574,부산광역시 사하구청,부산광역시 사하구 낙동대로405,부산광역시 사하구 당리동 323,다목적,2,200,360도 전방면,30,2014-01,051-220-4344,35.1015327,128.9785988,2023-02-16
575,부산광역시 사하구청,부산광역시 사하구 장평로147,부산광역시 사하구 장림2동 334-14,다목적,1,200,360도 전방면,30,2014-04,051-220-4344,35.079201,128.972713,2023-02-16
576,부산광역시 사하구청,부산광역시 사하구 두송로146번길 21-1,부산광역시 사하구 구평동 435-7,다목적,1,200,360도 전방면,30,2014-04,051-220-4344,35.07156,128.9837,2023-02-16
577,부산광역시 사하구청,부산광역시 사하구 옥천로70번길 51-1,부산광역시 사하구 감천2동 13-1421,다목적,1,200,360도 전방면,30,2014-11,051-220-4344,35.092855,129.010137,2023-02-16
