순번,시도본부,소방서,119안전센터명,주소,전화번호,geometry
711,충남,서산,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422,[126.393683859575 36.7174952340967]
712,충남,서산,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,041-689-0442,[126.446923967664 36.8259856128959]
713,충남,논산,내동119안전센터,충청남도 논산시 대학로 17,041-730-0333,[127.100382138691 36.1782807539474]
714,충남,논산,반월119안전센터,충청남도 논산시 해월로 155,041-730-0404,[127.084237162895 36.2045687245052]
715,충남,논산,강경119안전센터,충청남도 논산시 강경읍 동안로 3 ,041-730-0362,[127.018248524323 36.1578059769466]
716,충남,논산,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429,[127.182784242012 36.212464884883]
717,충남,논산,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382,[127.128254920562 36.1265218841546]
718,충남,계룡,엄사119안전센터,충청남도 계룡시 엄사면 문화로32,042-540-5330,[127.232831823762 36.2743137682266]
719,충남,계룡,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5360,[127.274440421062 36.2619744754262]
720,충남,당진,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338,[126.61793640797 36.8856483347998]
721,충남,당진,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362,[126.588500463136 36.9851112795467]
722,충남,당진,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382,[126.766655079421 36.8128206829239]
723,충남,당진,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402,[126.768307908957 36.9601634612793]
724,충남,당진,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422,[126.777149726958 36.8810740992264]
725,충남,당진,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442,[126.690828751257 36.9084943848706]
726,충남,금산,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332,[127.480100253874 36.0999076458234]
727,충남,금산,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362,[127.468250142168 36.1939741926507]
728,충남,금산,복진119안전센터,충청남도 금산군 진산면 읍내로 49-1,041-750-1382,[127.368571436471 36.1435257054119]
729,충남,부여,백제119안전센터,충청남도 부여군 규암면 계백로17,041-830-0331,[126.882238818803 36.2749920555628]
730,충남,부여,사비119안전센터,충청남도 부여군 부여읍 북포로 29,041-830-0362,[126.926955710646 36.2858916775802]
731,충남,부여,홍산119안전센터,충청남도 부여군 홍산면 북토로 89,041-830-0382,[126.755399745384 36.2182278906827]
732,충남,부여,임천119안전센터,충청남도 부여군 임천면 성흥로179번길1,041-830-0402,[126.896509202901 36.1841632527781]
733,충남,부여,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422,[126.705833631417 36.3020170126355]
734,충남,서천,장항119안전센터,충청남도 서천군 장항읍 장항로 37,041-955-0330,[126.683024430603 36.0134996895688]
735,충남,서천,서천119안전센터,충청남도 서천군 서천읍 충절로49번길 33-8,041-955-0360,[126.688609519362 36.0769103899706]
736,충남,서천,비인119안전센터,충청남도 서천군 비인면 비인로 141,041-955-0380,[126.605207635492 36.138292921571]
737,충남,서천,서면119안전센터,충청남도 서천군 서면 부사로 153,041-955-0400,[126.531586237077 36.1631377227899]
738,충남,서천,한산119안전센터,충청남도 서천군 한산면 충절로 1164,041-955-0420,[126.806212092479 36.0831147555616]
739,충남,서천,판교119안전센터,충청남도 서천군 판교면 대백제로 1953-24,041-955-0440,[126.689820241793 36.1579143761151]
740,충남,청양,청양119안전센터,충청남도 청양군 청양읍 충절로 1187,041-940-7332,[126.792452457117 36.4516447729291]
741,충남,청양,정산119안전센터,충청남도 청양군 정산면 서정4길 49,041-940-7362,[126.947867182144 36.4166106793771]
742,충남,홍성,구룡119안전센터,충청남도 홍성군 홍성읍 충절로 741,041-630-0334,[126.695420042075 36.5850165142852]
743,충남,홍성,광천119안전센터,충청남도 홍성군 광천읍 충서로 354,041-630-0382,[126.622479754295 36.5140381051398]
744,충남,홍성,옥암119안전센터,충청남도 홍성군 홍성읍 충서로 1258,041-630-0362,[126.657548566892 36.5888108009564]
745,충남,홍성,내포119안전센터,충청남도 홍성군 홍북읍 의향로 133,041-630-0422,[126.677031059751 36.6473145907495]
746,충남,홍성,갈산119안전센터,충청남도 홍성군 갈산면 갈산로150번길 16,041-630-0402,[126.554204614143 36.5999198254431]
747,충남,예산,오가119안전센터,충청남도 예산군 오가면 오가중앙로 111,041-330-4332,[126.801409702055 36.6865927990832]
748,충남,예산,금오119안전센터,충청남도 예산군 예산읍 예당관광로 760,041-330-4362,[126.827137510969 36.6785255562983]
749,충남,예산,삽교119안전센터,충청남도 예산군 삽교읍 삽교로1길 34,041-330-4382,[126.738359994768 36.6889796922077]
750,충남,예산,덕산119안전센터,충청남도 예산군 덕산면 도청대로 1160,041-330-4402,[126.673204323701 36.7048786234659]
751,충남,태안,태안119안전센터,충청남도 태안군 태안읍 동백로 100,041-671-0332,[126.286116379186 36.758023038539]
752,충남,태안,안면119안전센터,충청남도 태안군 안면읍 장터로 77,041-671-0362,[126.348115525895 36.5158941786787]
753,충남,태안,원북119안전센터,충청남도 태안군 원북면 원이로 1031,041-671-0382,[126.272391152573 36.8356518316828]
754,충남,태안,근흥119안전센터,충청남도 태안군 근흥면 신진대교길 201-8,041-671-0402,[126.147149943326 36.682573465937]
755,전북,전주덕진,금암119안전센터,전라북도 전주시 덕진구 백제대로 611,063-250-4272,[127.136654322808 35.8424000556701]
756,전북,전주덕진,아중119안전센터,전라북도 전주시 덕진구 진버들4길 16,063-250-4275,[127.163734526812 35.8360041486337]
757,전북,전주덕진,팔복119안전센터,전라북도 전주시 덕진구 온고을로 430,063-250-4273,[127.08231832469 35.850584030842]
759,전북,전주완산,효자119안전센터,전라북도 전주시 완산구 거마평로 73,063-220-4272,[127.116297274992 35.7989050342996]
760,전북,전주완산,서부119안전센터,전라북도 전주시 완산구 우전로 228,063-228-0119,[127.102276484372 35.8148824697547]
761,전북,전주완산,교동119안전센터,전라북도 전주시 완산구 경기전길 183,063-284-0119,[127.151743533443 35.8111921754936]
762,전북,전주완산,노송119안전센터,전라북도 전주시 완산구 관선4길 38,063-287-7119,[127.156075628084 35.8223131380775]
763,전북,전주완산,평화119안전센터,전라북도 전주시 완산구 평화로 105,063-236-4119,[127.133843653827 35.7862666499643]
764,전북,전주완산,임실119안전센터,전라북도 임실군 임실읍 감천로 33,063-642-2119,[127.288948725067 35.6106084854224]
765,전북,군산,사정119안전센터,전라북도 군산시 번영로 308 ,063-450-0228,[126.751107282223 35.9628424748557]
766,전북,군산,금동119안전센터,전라북도 군산시 군산창길 1,063-450-0274,[126.70721004979 35.9897598679008]
767,전북,군산,항만119안전센터,전라북도 군산시 임해로 462,063-450-0275,[126.628156709426 35.9713701888158]
768,전북,군산,비응119안전센터,전라북도 군산시 새만금북로 43,063-450-0279,[126.540828767198 35.9437718534851]
769,전북,군산,지곡119안전센터,전라북도 군산시 백토로 223,063-450-0273,[126.704757466955 35.9591036137075]
770,전북,군산,경암119안전센터,전라북도 군산시 구암3.1로 147,063-450-0277,[126.735633352419 35.9817136895589]
771,전북,군산,산북119안전센터,전라북도 군산시 산북로 71-11,063-450-0276,[126.672324175845 35.96027846853]
772,전북,군산,대야119안전센터,전라북도 군산시 대야면 대야관통로 5,063-450-0278,[126.806554005806 35.9428518007796]
773,전북,익산,팔봉119안전센터,전라북도 익산시 무왕로 1338,063-836-2119,[127.005109157716 35.9622408591675]
774,전북,익산,남중119안전센터,전라북도 익산시 인북로 397,063-855-0119,[126.962786631216 35.9635024308829]
775,전북,익산,공단119안전센터,전라북도 익산시 선화로 429,063-833-0119,[126.977055498432 35.9471630024029]
776,전북,익산,인화119안전센터,전라북도 익산시 목천로 301,063-852-0119,[126.954540867865 35.9283024919615]
777,전북,익산,모현119안전센터,전라북도 익산시 배산로 181,063-853-0119,[126.941782827119 35.9537274334825]
778,전북,익산,함열119안전센터,전라북도 익산시 함열읍 함열중앙로 133,063-861-0119,[126.971931661635 36.0761397477564]
779,전북,익산,금마119안전센터,전라북도 익산시 금마면 미륵사지로 130,063-839-3278,[127.047683467518 35.9977418431139]
780,전북,정읍,하북119안전센터,전라북도 정읍시 서부산업도로 507-5,063-570-1272,[126.85854841578 35.5882998335107]
781,전북,정읍,시기119안전센터,전라북도 정읍시 정읍남로 1421,063-570-1273,[126.857379190351 35.557782972682]
782,전북,정읍,신태인119안전센터,전라북도 정읍시 신태인읍 정신로 1241,063-570-1274,[126.878325844841 35.6913656817862]
783,전북,정읍,영원119안전센터,전라북도 정읍시 영원면 영원로 1048,063-570-1275,[126.784203667653 35.6521691702843]
784,전북,정읍,칠보119안전센터,전라북도 정읍시 태산로 2165 ,063-570-1276,[126.993448828035 35.6049100538881]
785,전북,남원,식정119안전센터,전라북도 남원시 요천로 1965,063-626-0119,[127.416133455859 35.4369194749939]
786,전북,남원,인월119안전센터,전라북도 남원시 인월면 황산로 1828,063-636-5119,[127.602401886864 35.4654098590939]
787,전북,남원,금지119안전센터,전라북도 남원시 금지면 요천로 430,063-635-2119,[127.303137068824 35.3479139670871]
788,전북,김제,교동119안전센터,전라북도 김제시 벽성로 278,063-540-4272,[126.870047580886 35.7989540491269]
789,전북,김제,만경119안전센터,전라북도 김제시 만경읍 만경공단1길 7,063-540-4273,[126.816969656609 35.8575843595976]
791,전북,김제,금산119안전센터,전라북도 김제시 금산면 금산사로 29,063-540-4274,[126.994637929065 35.719558553272]
792,전북,완주,봉동119안전센터,전라북도 완주군 삼례읍 삼봉로 518,063-290-0272,[127.124161855533 35.926374920642]
793,전북,완주,삼례119안전센터,전라북도 완주군 삼례읍 삼례역로 27,063-290-0273,[127.070535270978 35.9088634836676]
794,전북,완주,고산119안전센터,전라북도 완주군 고산면 고산로 49,063-290-0274,[127.202603225071 35.9759532299071]
795,전북,완주,혁신119안전센터,전라북도 완주군 이서면 지사제2로 12,063-290-0275,[127.023476563736 35.8321502851486]
796,전북,진안,진안119안전센터,전라북도 진안군 진안읍 쇠징계로 9,063-350-5273,[127.435475560587 35.7988932042729]
797,전북,진안,마령119안전센터,전라북도 진안군 마령면 임진로 2077-24,063-350-5276,[127.369792381626 35.7317950337605]
798,전북,장수,장계119안전센터,전라북도 장수군 장계면 육십령로 136,063-350-6272,[127.589528978223 35.7322551965133]
799,전북,장수,무주119안전센터,전라북도 무주군 무주읍 당산강변로 126,063-350-6274,[127.655151340969 36.0028189380435]
800,전북,장수,구천동119안전센터,전라북도 무주군 설천면 구천동1로 54,063-350-6286,[127.776864163929 35.9032293080921]
801,전북,장수,장수119안전센터,전라북도 장수군 장수읍 호비로 42,063-350-6275,[127.521240595813 35.6499327626246]
802,전북,순창,순창119안전센터,전라북도 순창군 순창읍 교성로 24,063-650-9272,[127.133916903634 35.3720522048209]
803,전북,고창,고창119안전센터,전라북도 고창군 고창읍 녹두로 1294,063-560-1272,[126.687777592227 35.4327981453438]
804,전북,고창,무장119안전센터,전라북도 고창군 무장면 무장남북로 20-5,063-560-1273,[126.561577527505 35.4165535303478]
805,전북,고창,흥덕119안전센터,전라북도 고창군 흥덕면 문화2길 21,063-560-1274,[126.703253690648 35.5173223225472]
806,전북,고창,대산119안전센터,전라북도 고창군 대산면 공음대산로 932,063-560-1275,[126.598368596188 35.3399141915314]
807,전북,부안,부안119안전센터,전라북도 부안군 행안면 변산로 86,063-580-1272,[126.711889327851 35.7297700289988]
808,전북,부안,격포119안전센터,전라북도 부안군 변산면 격포항길 64-17,063-580-1273,[126.470623336841 35.6200579150379]
809,전남,강진,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0890,[126.430249877727 34.8099467983613]
810,전남,강진,호남119안전센터,전라남도 목포시 영산로 165,061-280-0925,[126.387986315807 34.7971212405862]
811,전남,고흥,경동119안전센터,전라남도 목포시 유동로 42번길 1,061-280-0930,[126.380691510363 34.7855645891587]
812,전남,고흥,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0935,[126.406761604907 34.7901723114361]
813,전남,고흥,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0940,[126.377721276017 34.8187737486445]
814,전남,광양,학동119안전센터,전라남도 여수시 망마로 20,061-680-0890,[127.665052178312 34.7598782963305]
815,전남,광양,평여119안전센터,전라남도 여수시 여수산단로 321(평여동),061-680-0940,[127.67034750604 34.810882831578]
816,전남,광양,소라119안전센터,전라남도 여수시 소라면 여순로 297,061-680-0955,[127.614544459024 34.8310398909897]
817,전남,광양,연등119안전센터,전라남도 여수시 좌수영로 162(연등동),061-680-0925,[127.726713700646 34.7547661780573]
818,전남,나주,여서119안전센터,전라남도 여수시 문수로 131(문수동),061-680-0945,[127.708073989675 34.7565018379327]
819,전남,나주,봉산119안전센터,전라남도 여수시 어항단지로 222-5(남산동),061-680-0935,[127.730113933189 34.7302195784909]
820,전남,나주,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0950,[127.750200094468 34.718643475608]
821,전남,나주,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0894,[127.503845763382 34.9867240256891]
822,전남,담양,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0926,[127.48655006549 34.9480569869476]
823,전남,담양,왕조119안전센터,전라남도 순천시 기적의도서관 1길 30,061-750-0931,[127.524776748744 34.9526693019858]
824,전남,담양,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0941,[127.517122154445 34.9447438618]
825,전남,담양,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0936,[127.372862297453 35.0194817065959]
826,전남,목포,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-750-0946,[127.470104322509 35.2024278363605]
827,전남,목포,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0952,[127.586508662235 34.8917262911057]
828,전남,목포,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0956,[127.550522896964 34.9359758568102]
829,전남,목포,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890,[126.709899650239 35.0278277967115]
830,전남,목포,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925,[126.706424923694 34.9949754005522]
831,전남,무안,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930,[126.846022019665 35.0414021876664]
832,전남,무안,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935,[126.796051416915 35.0130941856795]
833,전남,무안,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0890,[127.697710860694 34.9400928936077]
834,전남,무안,금호119안전센터,전라남도 광양시 희망길 12-12(금호동),061-798-0935,[127.725291603057 34.9365825973532]
836,전남,보성,광영119안전센터,전라남도 광양시 금영로 87(광영동),061-798-0930,[127.720300192366 34.9587725708878]
837,전남,보성,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890,[126.973080867581 35.3181126239202]
839,전남,순천,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-380-0926,[127.289428131323 35.2772287103047]
840,전남,순천,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-380-0931,[127.137462893287 35.2744919327175]
841,전남,순천,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890,[127.256037383808 34.5815688335529]
842,전남,순천,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925,[127.141213459832 34.5259263650424]
843,전남,순천,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0933,[127.371870215444 34.6835520443726]
844,전남,순천,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890,[127.315489229024 34.8384643541383]
845,전남,순천,보성119안전센터,전라남도 보성군 보성읍 송재로 160,061-859-0925,[127.080096105256 34.7700933240769]
846,전남,신안,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930,[127.354388046707 34.8466716808287]
847,전남,신안,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0891,[126.971440009758 35.0507032795544]
848,전남,여수,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0926,[126.949962536541 34.9960167262376]
849,전남,여수,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0931,[127.127384685111 35.070043456561]
850,전남,여수,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 138,061-850-0891,[126.915634298616 34.6890789889294]
851,전남,여수,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0926,[126.935396692341 34.5649748672377]
852,전남,여수,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890,[126.780926294304 34.6432283266768]
853,전남,여수,성전119안전센터,전라남도 강진군 성전면 송학리 837-2,061-430-0925,[126.737669600571 34.6792995036817]
854,전남,여수,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890,[126.607853586651 34.5662175640549]
855,전남,영광,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0940,[126.522196523219 34.3780835357562]
856,전남,영광,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890,[126.43928848046 34.7667229478592]
857,전남,영암,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925,[126.685984635191 34.798537878788]
858,전남,영암,신북119안전센터,전라남도 영암군 신북면 모산리 661-1,061-460-0930,[126.694204399039 34.895619400523]
859,전남,영암,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890,[126.466312392965 34.9946986767509]
860,전남,완도,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925,[126.490023175645 34.8511585317487]
861,전남,완도,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930,[126.301070837818 35.1124150641237]
862,전남,장성,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935,[126.482507388054 34.8115166660619]
863,전남,장성,함평119안전센터,전라남도 함평군 대동면 함장로 1202-93,061-338-0890,[126.531049119767 35.0524626533358]
864,전남,장흥,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925,[126.604528231618 35.1454302695949]
865,전남,장흥,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890,[126.509111093115 35.2630143966526]
866,전남,진도,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925,[126.449015240576 35.4023775171847]
867,전남,진도,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0891,[126.799637045711 35.320297144914]
868,전남,함평,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0926,[126.667263598785 35.2550562724655]
869,전남,함평,완도119안전센터,전라남도 완도군 완도읍 농공단지길 7,061-470-0890,[126.729608529461 34.338637082004]
870,전남,해남,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925,[126.825313111885 34.4028878706562]
871,전남,해남,진도119안전센터,전라남도 진도군 진도대로 6945,061-530-0934,[126.247265252281 34.4730195021802]
872,전남,화순,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-530-0946,[126.192925478525 34.411989685031]
873,전남,화순,신안119안전센터,전라남도 신안군 암태면 단고리 973-6,061-280-0950,[126.111937561569 34.8255054361455]
874,전남,화순,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-280-0945,[126.204915527408 35.0588619663096]
875,경북,포항북부,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2400,[129.36612464594 36.0425165178792]
876,경북,포항북부,두호119안전센터,경상북도 포항시 북구 삼호로 305,054-260-2410,[129.382955704263 36.0644229911993]
877,경북,포항북부,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2420,[129.350482936048 36.1091931901664]
878,경북,포항북부,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2430,[129.387693096853 36.0887462293004]
879,경북,포항북부,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2460,[129.182093586918 36.0849257615202]
880,경북,포항남부,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-284-2725,[129.418921720212 35.9933845880943]
881,경북,포항남부,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-281-1119,[129.368661886355 36.023615615889]
882,경북,포항남부,제철119안전센터,경상북도 포항시 남구 철강로 360,054-286-0119,[129.378294484115 35.9784401511501]
883,경북,포항남부,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-286-1119,[129.344154236178 35.9916088024287]
884,경북,포항남부,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-273-2119,[129.325532058198 36.0294554160021]
885,경북,포항남부,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-292-0119,[129.409538071515 35.9627731646523]
886,경북,포항남부,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-284-0119,[129.55938889163 35.9910263639309]
887,경북,포항남부,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-791-2119,[130.8980995951 37.4842311144687]
888,경북,경주,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601,[129.228398398755 35.8440856621929]
889,경북,경주,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0611,[129.211467653835 35.8451808692264]
890,경북,경주,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0631,[129.287086207621 35.834926825627]
891,경북,경주,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0651,[129.215912045669 35.9932489664402]
892,경북,경주,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671,[129.493801873297 35.799035042424]
893,경북,경주,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,[129.327293683107 35.71680083689]
894,경북,경주,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0681,[129.100209060737 35.8529548936357]
895,경북,경주,용황119안전센터,경상북도 경주시 공단로 25,054-778-0641,[129.217069555609 35.8753010485925]
896,경북,경주,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0621,[129.327475386132 35.783852680819]
897,경북,김천,양금119안전센터,경상북도 김천시 강변로 219(양천동),054-436-0118,[128.122637320471 36.1067833702289]
898,경북,김천,다수119안전센터,경상북도 김천시 영남대로 1246,054-430-0119,[128.07286306873 36.1274005536936]
899,경북,김천,대광119안전센터,경상북도 김천시 공단로 152-36,054-432-0119,[128.138009094439 36.1483546513498]
900,경북,김천,지례119안전센터,경상북도 김천시 지례면 장터길 115,054-435-0119,[128.030582413276 35.9900641581425]
901,경북,김천,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-439-0119,[128.25497221683 36.1665543304616]
902,경북,김천,율곡119안전센터,경상북도 김천시 혁신7로 46,054-437-8119,[128.176223031825 36.1256098910065]
903,경북,안동,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119,[128.737283221629 36.5610425854574]
904,경북,안동,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119,[128.761745143609 36.5507967700038]
905,경북,안동,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,[128.581904287983 36.5803369328111]
906,경북,안동,옥동119안전센터,경상북도 안동시 광명로 85,054-853-6119,[128.694258986378 36.5587275983537]
907,경북,안동,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119,[128.824552287829 36.7103720318103]
908,경북,안동,청송119안전센터,경상북도 청송군 청송읍 길안청송로 1630,054-873-1119,[129.041896479636 36.4338705449257]
909,경북,안동,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119,[129.039583874716 36.5212786477136]
910,경북,안동,영양119안전센터,경상북도 영양군 영양읍 군민회관길 42-14,054-682-3119,[129.11647700759 36.6595306168991]
911,경북,안동,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119,[129.087205190532 36.5981137982651]
912,경북,구미,공단119안전센터,경상북도 구미시 수출대로 112,054-461-3119,[128.376521985916 36.1105438132303]
913,경북,구미,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119,[128.351052767573 36.1142652285029]
914,경북,구미,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119,[128.340637303124 36.1286747759188]
915,경북,구미,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119,[128.315391252882 36.1546316933164]
916,경북,구미,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119,[128.41838118213 36.1061039267216]
917,경북,구미,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,[128.305003300981 36.2394246280629]
918,경북,구미,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119,[128.339436560136 36.1996110306163]
919,경북,구미,해평119안전센터,경상북도 구미시 해평면 강동로 1663,054-474-4119,[128.391099400293 36.1988933179385]
920,경북,구미,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116,[128.360358338795 36.0900146719196]
921,경북,구미,옥계119안전센터,경상북도 구미시 산동면 산호대로41길 4,054-471-5119,[128.439443684298 36.1388358600764]
922,경북,영주,문수119안전센터,경상북도 영주시 문수면 적서로448번길 17,054-630-0401,[128.633121885404 36.7919759999712]
923,경북,영주,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441,[128.619011474167 36.8207832045621]
924,경북,영주,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411,[128.519081766731 36.873234041835]
925,경북,영주,봉화119안전센터,경상북도 봉화군 봉화읍 문수로 42,054-630-0421,[128.735760798053 36.9001890901319]
926,경북,영주,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-630-0431,[128.920948618578 36.9217777651533]
927,경북,영주,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-630-0451,[128.9017806103 36.8582247757022]
928,경북,영천,동부119안전센터,경상북도 영천시 호국로 187,054-339-6901,[128.957861366269 35.9776356060849]
929,경북,영천,남부119안전센터,경상북도 영천시 한방로 176-0,054-339-6942,[128.947281768117 35.9389341057518]
930,경북,영천,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-339-6911,[128.887565907491 35.9137904542333]
931,경북,영천,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-339-6921,[128.778902776607 36.0438880294344]
932,경북,상주,서성119안전센터,경상북도 상주시 상산로 322,054-530-3802,[128.159536212948 36.4196352874884]
933,경북,상주,함창119안전센터,경상북도 상주시 함창읍 가야로 46-1,054-530-3810,[128.178392974115 36.5664732877647]
934,경북,상주,청리119안전센터,경상북도 상주시 청리면 마공공단로 152,054-530-3820,[128.126084035105 36.3185293440531]
935,경북,상주,화서119안전센터,경상북도 상주시 화서면 상현무동길 5,054-530-3830,[127.948054117454 36.4463518241312]
936,경북,문경,점촌119안전센터,경상북도 문경시 중앙로 305,054-555-2119,[128.209543173171 36.6100851919393]
937,경북,문경,모전119안전센터,경상북도 문경시 모전로 173,054-555-5119,[128.187984875447 36.5963287614294]
938,경북,문경,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-571-5119,[128.062684532972 36.6422224173453]
939,경북,문경,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-571-0119,[128.102529719044 36.734819727557]
940,경북,경산,압량119안전센터,경상북도 경산시 압량읍 김유신로 12,053-813-1119,[128.769710248433 35.8384638503274]
941,경북,경산,중앙119안전센터,경상북도 경산시 장산로 143,053-813-0119,[128.74077341012 35.8187285703387]
942,경북,경산,중산119안전센터,경상북도 경산시 펜타힐즈4로 1,053-817-1191,[128.719589575296 35.8308663256105]
943,경북,경산,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119,[128.825771901657 35.9151376297434]
945,경북,경산,자인119안전센터,경상북도 경산시 자인면 금학로 25-11,053-857-2119,[128.826186828424 35.8214875406256]
947,경북,의성,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-834-7119,[128.699140837471 36.3582669409566]
